NAID,doc_type,model,prompt,CER
28976636,Article,GPT-5,Expert,0.6380392156862745
29000999,Image/Map,GPT-5,Expert,1.0
28970953,Form,GPT-5,Expert,0.09120830895888961
28966961,Form,GPT-5,Expert,0.14902893380895757
28988775,Memo,GPT-5,Expert,1.0
28945497,Form,GPT-5,Expert,0.04386750223813784
28968442,Others,GPT-5,Expert,0.013679418362932433
28995196,Image/Map,GPT-5,Expert,1.0
28974079,Memo,GPT-5,Expert,0.18508845629838658
28991628,Memo,GPT-5,Expert,0.03692739894592647
28984715,Form,GPT-5,Expert,0.0869369369369369
28974853,Form,GPT-5,Expert,0.014211886304909533
28947331,Memo,GPT-5,Expert,0.45722108145106094
28980153,Article,GPT-5,Expert,0.055079908675799004
28934561,Form,GPT-5,Expert,0.0052370655749100666
28977491,Form,GPT-5,Expert,0.514852701241086
28979792,Memo,GPT-5,Expert,0.299386023455025
28984139,Form,GPT-5,Expert,0.030390738060781398
28994552,Form,GPT-5,Expert,0.10966152868266327
29000491,Form,GPT-5,Expert,1.0
28986666,Form,GPT-5,Expert,0.05933766407442137
28974530,Form,GPT-5,Expert,0.0650199768657501
28996954,Article,GPT-5,Expert,0.43027931536801844
28974433,Form,GPT-5,Expert,0.0545972095360986
28929660,Summary Table,GPT-5,Expert,0.059123343527013233
28937364,Memo,GPT-5,Expert,0.0014902244155938
28992749,Form,GPT-5,Expert,0.0035157108327839998
28967347,Form,GPT-5,Expert,0.006126326677459932
28991590,Form,GPT-5,Expert,0.015664194693010034
28944238,Image/Map,GPT-5,Expert,0.1473616473616473
28972565,Memo,GPT-5,Expert,0.03434248928078117
28977736,Form,GPT-5,Expert,0.13059391048965746
28930868,Memo,GPT-5,Expert,0.018241572870313767
28976751,Memo,GPT-5,Expert,0.13040031708283786
28957510,Form,GPT-5,Expert,0.011905594335338601
28932150,Form,GPT-5,Expert,0.12499549876759353
28967725,Form,GPT-5,Expert,0.1313432835820895
28942941,Form,GPT-5,Expert,0.12442244224422437
28937540,Form,GPT-5,Expert,0.344688336355003
28943901,Form,GPT-5,Expert,0.021379492806063233
28939621,Memo,GPT-5,Expert,0.025921989058053402
28942727,Form,GPT-5,Expert,0.11111111111111106
28931705,Memo,GPT-5,Expert,0.098976109215017
28978074,Memo,GPT-5,Expert,0.09748226777444347
28951559,Form,GPT-5,Expert,0.0161151777351706
28971645,Form,GPT-5,Expert,0.1046988406208117
28981950,Form,GPT-5,Expert,0.2660083782166367
28968489,Form,GPT-5,Expert,0.0762798979582777
28971456,Memo,GPT-5,Expert,
28964100,Article,GPT-5,Expert,0.3662936647564253
28937600,Memo,GPT-5,Expert,0.0570032573289902
28967827,Form,GPT-5,Expert,0.05623973727422
28992103,Form,GPT-5,Expert,0.3669796557120501
28993442,Form,GPT-5,Expert,0.028527540048277334
28950512,Memo,GPT-5,Expert,0.05017488776887271
28944179,Memo,GPT-5,Expert,0.702970297029703
28973402,Form,GPT-5,Expert,0.0220820189274447
28978398,Image/Map,GPT-5,Expert,0.6445842694911886
28961780,Memo,GPT-5,Expert,0.05819101834282093
28944035,Memo,GPT-5,Expert,0.04999999999999997
28998146,Form,GPT-5,Expert,0.03280423280423273
28934472,Form,GPT-5,Expert,0.014286822768354865
28936287,Memo,GPT-5,Expert,0.021897829490520337
28939248,Article,GPT-5,Expert,0.005640964063869734
28940961,Form,GPT-5,Expert,0.0333333333333333
28977130,Form,GPT-5,Expert,0.0276153834063901
28973982,Form,GPT-5,Expert,0.0675675675675675
28932295,Article,GPT-5,Expert,0.44869215291750497
28997081,Form,GPT-5,Expert,0.0
28984028,Image/Map,GPT-5,Expert,0.8620689655172414
28984612,Memo,GPT-5,Expert,0.04447261437004291
28933052,Form,GPT-5,Expert,0.01584650435111393
28992561,Memo,GPT-5,Expert,
28997278,Form,GPT-5,Expert,0.03366088674349587
29000562,Memo,GPT-5,Expert,0.023242881156709302
28992462,Form,GPT-5,Expert,0.0458798816208072
28987698,Form,GPT-5,Expert,0.09605177836823227
28969412,Form,GPT-5,Expert,0.05831492251788727
28941795,Form,GPT-5,Expert,0.16117216117216113
28960409,Form,GPT-5,Expert,1.0
28938572,Memo,GPT-5,Expert,0.014931396287328433
28930793,Memo,GPT-5,Expert,0.14258464473056742
28997563,Image/Map,GPT-5,Expert,0.03194793899294873
28952995,Form,GPT-5,Expert,0.021212121212121137
28952481,Memo,GPT-5,Expert,0.26870748299319724
28955301,Memo,GPT-5,Expert,0.1314463840399002
28965919,Form,GPT-5,Expert,0.014459075651949366
28978886,Form,GPT-5,Expert,0.18251366120218573
28930330,Memo,GPT-5,Expert,0.016869095816464164
28991349,Form,GPT-5,Expert,0.12534020913909175
28992015,Summary Table,GPT-5,All,0.4535948745300227
28973130,Memo,GPT-5,All,0.04286365709074323
28997059,Image/Map,GPT-5,All,1.0
28982089,Memo,GPT-5,All,0.062466029413610805
28974641,Form,GPT-5,All,0.062067469313636034
28989706,Memo,GPT-5,All,0.04116252653209904
28993832,Form,GPT-5,All,0.15291129794550118
29000943,Form,GPT-5,All,0.21521521521521514
28921378,Summary Table,GPT-5,All,0.050157861554720046
28992946,Form,GPT-5,All,0.15273499007325253
28976636,Article,GPT-5,All,0.6166797385620915
29000999,Image/Map,GPT-5,All,1.0
28970953,Form,GPT-5,All,0.0990556358066852
28966961,Form,GPT-5,All,0.17492403223675515
28988775,Memo,GPT-5,All,1.0
28945497,Form,GPT-5,All,0.04759773202029241
28968442,Others,GPT-5,All,0.012149724482748012
28995196,Image/Map,GPT-5,All,1.0
28974079,Memo,GPT-5,All,0.1827610757339566
28991628,Memo,GPT-5,All,0.036384036126132245
28984715,Form,GPT-5,All,0.3426389182670153
28974853,Form,GPT-5,All,0.09385680295543607
28947331,Memo,GPT-5,All,0.4671296257808739
28980153,Article,GPT-5,All,0.054751836812249925
28934561,Form,GPT-5,All,0.009974304488225278
28977491,Form,GPT-5,All,0.35268596784322814
28979792,Memo,GPT-5,All,0.3112616724047431
28984139,Form,GPT-5,All,0.10738220641629971
28994552,Form,GPT-5,All,0.2557305614192223
29000491,Form,GPT-5,All,1.0
28986666,Form,GPT-5,All,0.09038939988198802
28974530,Form,GPT-5,All,0.06963259595080334
28996954,Article,GPT-5,All,0.4809023047989863
28974433,Form,GPT-5,All,0.05062983091363532
28929660,Summary Table,GPT-5,All,0.08168630213094646
28937364,Memo,GPT-5,All,0.002780529587189911
28992749,Form,GPT-5,All,0.005632273856427145
28967347,Form,GPT-5,All,0.008568755677490821
28991590,Form,GPT-5,All,0.17873868191475528
28944238,Image/Map,GPT-5,All,0.15507371359688715
28972565,Memo,GPT-5,All,0.03727178173441417
28977736,Form,GPT-5,All,0.15098103294985882
28930868,Memo,GPT-5,All,0.02475124981014514
28976751,Memo,GPT-5,All,0.13238208481965913
28957510,Form,GPT-5,All,0.012073518997308332
28932150,Form,GPT-5,All,0.14002827714995028
28967725,Form,GPT-5,All,0.13034825870646763
28942941,Form,GPT-5,All,0.07452584142405938
28937540,Form,GPT-5,All,0.3269420741642963
28943901,Form,GPT-5,All,0.02695522229602086
28939621,Memo,GPT-5,All,0.03510434143640138
28942727,Form,GPT-5,All,0.12288499025341129
28931705,Memo,GPT-5,All,0.0992553987434533
28978074,Memo,GPT-5,All,0.11067977792553918
28951559,Form,GPT-5,All,0.015583474193771343
28971645,Form,GPT-5,All,0.16585546021664122
28981950,Form,GPT-5,All,0.27428685417913423
28968489,Form,GPT-5,All,0.1992567304673752
28971456,Memo,GPT-5,All,
28964100,Article,GPT-5,All,0.31008294142834175
28937600,Memo,GPT-5,All,0.049040897575099475
28967827,Form,GPT-5,All,0.07827038861521617
28992103,Form,GPT-5,All,0.39123630672926446
28993442,Form,GPT-5,All,0.0454977690000731
28950512,Memo,GPT-5,All,0.0439358469433657
28944179,Memo,GPT-5,All,0.7029702970297029
28973402,Form,GPT-5,All,0.024886084822993253
28978398,Image/Map,GPT-5,All,0.5742849727961696
28961780,Memo,GPT-5,All,0.16171199662660762
28944035,Memo,GPT-5,All,0.061784511784511754
28998146,Form,GPT-5,All,0.044658563934389245
28934472,Form,GPT-5,All,0.015096237642017531
28936287,Memo,GPT-5,All,0.023034958740144534
28939248,Article,GPT-5,All,0.0055210208713563
28940961,Form,GPT-5,All,0.024287007560087955
28977130,Form,GPT-5,All,0.03958034475838169
28973982,Form,GPT-5,All,0.08239489489489486
28932295,Article,GPT-5,All,0.4305835010060362
28997081,Form,GPT-5,All,0.0006360566944454445
28984028,Image/Map,GPT-5,All,0.8697318007662835
28984612,Memo,GPT-5,All,0.04688776322704861
28933052,Form,GPT-5,All,0.016348286392980187
28992561,Memo,GPT-5,All,
28997278,Form,GPT-5,All,0.06447800412267152
29000562,Memo,GPT-5,All,0.01668288734377223
28992462,Form,GPT-5,All,0.04730214025588762
28987698,Form,GPT-5,All,0.11545235101047806
28969412,Form,GPT-5,All,0.08662788652449244
28941795,Form,GPT-5,All,0.1648351648351648
28960409,Form,GPT-5,All,1.0
28938572,Memo,GPT-5,All,0.021299174077758012
28930793,Memo,GPT-5,All,0.12573517723732308
28997563,Image/Map,GPT-5,All,0.05985609999978455
28952995,Form,GPT-5,All,0.032735774081501336
28952481,Memo,GPT-5,All,0.3055555555555555
28955301,Memo,GPT-5,All,0.1402136994886316
28965919,Form,GPT-5,All,0.017557449005938523
28978886,Form,GPT-5,All,0.1891621129326047
28930330,Memo,GPT-5,All,0.017993702204228443
28991349,Form,GPT-5,All,0.14076302344458763
28992015,Summary Table,Gemini 2.5 Flash,Expert,0.3286384976525821
28973130,Memo,Gemini 2.5 Flash,Expert,0.060191518467852236
28997059,Image/Map,Gemini 2.5 Flash,Expert,1.0
28982089,Memo,Gemini 2.5 Flash,Expert,0.06727828746177367
28974641,Form,Gemini 2.5 Flash,Expert,0.05000000000000001
28989706,Memo,Gemini 2.5 Flash,Expert,0.06883936303706191
28993832,Form,Gemini 2.5 Flash,Expert,0.33057131205279355
29000943,Form,Gemini 2.5 Flash,Expert,0.4121621621621621
28921378,Summary Table,Gemini 2.5 Flash,Expert,0.05418257255907113
28992946,Form,Gemini 2.5 Flash,Expert,0.17128773875539116
28976636,Article,Gemini 2.5 Flash,Expert,0.4384540451337456
29000999,Image/Map,Gemini 2.5 Flash,Expert,1.0
28970953,Form,Gemini 2.5 Flash,Expert,0.0796726959517657
28966961,Form,Gemini 2.5 Flash,Expert,0.17954815695600476
28988775,Memo,Gemini 2.5 Flash,Expert,1.0
28945497,Form,Gemini 2.5 Flash,Expert,0.04879140555058187
28968442,Others,Gemini 2.5 Flash,Expert,0.011409812793895767
28995196,Image/Map,Gemini 2.5 Flash,Expert,1.0
28974079,Memo,Gemini 2.5 Flash,Expert,0.159706673843896
28991628,Memo,Gemini 2.5 Flash,Expert,0.0184873949579831
28984715,Form,Gemini 2.5 Flash,Expert,0.6680143755615454
28974853,Form,Gemini 2.5 Flash,Expert,0.4844961240310077
28947331,Memo,Gemini 2.5 Flash,Expert,0.45379876796714574
28980153,Article,Gemini 2.5 Flash,Expert,0.054894836823926894
28934561,Form,Gemini 2.5 Flash,Expert,0.0020964360587002
28977491,Form,Gemini 2.5 Flash,Expert,0.4904099708571123
28979792,Memo,Gemini 2.5 Flash,Expert,0.32375846183006446
28984139,Form,Gemini 2.5 Flash,Expert,0.7105643994211288
28994552,Form,Gemini 2.5 Flash,Expert,0.48732718894009214
29000491,Form,Gemini 2.5 Flash,Expert,1.0
28986666,Form,Gemini 2.5 Flash,Expert,0.22756753485976586
28974530,Form,Gemini 2.5 Flash,Expert,0.6828052609621676
28996954,Article,Gemini 2.5 Flash,Expert,0.5872223500302526
28974433,Form,Gemini 2.5 Flash,Expert,0.0967871485943775
28929660,Summary Table,Gemini 2.5 Flash,Expert,0.08936459395174985
28937364,Memo,Gemini 2.5 Flash,Expert,0.0174365923511694
28992749,Form,Gemini 2.5 Flash,Expert,0.003076246978686
28967347,Form,Gemini 2.5 Flash,Expert,0.0110294117647058
28991590,Form,Gemini 2.5 Flash,Expert,0.4685333189967602
28944238,Image/Map,Gemini 2.5 Flash,Expert,0.0294117647058823
28972565,Memo,Gemini 2.5 Flash,Expert,0.0317073170731707
28977736,Form,Gemini 2.5 Flash,Expert,0.1289308176100629
28930868,Memo,Gemini 2.5 Flash,Expert,0.026096619256863896
28976751,Memo,Gemini 2.5 Flash,Expert,0.081252477209671
28957510,Form,Gemini 2.5 Flash,Expert,0.09046137895282523
28932150,Form,Gemini 2.5 Flash,Expert,0.09644370298293574
28967725,Form,Gemini 2.5 Flash,Expert,0.07860696517412934
28942941,Form,Gemini 2.5 Flash,Expert,0.06831683168316831
28937540,Form,Gemini 2.5 Flash,Expert,0.36218972801883526
28943901,Form,Gemini 2.5 Flash,Expert,0.013782542113323101
28939621,Memo,Gemini 2.5 Flash,Expert,0.02546231294184023
28942727,Form,Gemini 2.5 Flash,Expert,0.08350877192982449
28931705,Memo,Gemini 2.5 Flash,Expert,0.1262798634812286
28978074,Memo,Gemini 2.5 Flash,Expert,0.1052631578947368
28951559,Form,Gemini 2.5 Flash,Expert,0.010792400390056566
28971645,Form,Gemini 2.5 Flash,Expert,0.12568282315949544
28981950,Form,Gemini 2.5 Flash,Expert,0.199648513824759
28968489,Form,Gemini 2.5 Flash,Expert,0.7129845821031005
28971456,Memo,Gemini 2.5 Flash,Expert,
28964100,Article,Gemini 2.5 Flash,Expert,0.725639551595286
28937600,Memo,Gemini 2.5 Flash,Expert,0.0781758957654723
28967827,Form,Gemini 2.5 Flash,Expert,0.0537766830870279
28992103,Form,Gemini 2.5 Flash,Expert,0.3779342723004695
28993442,Form,Gemini 2.5 Flash,Expert,0.09019091507570764
28950512,Memo,Gemini 2.5 Flash,Expert,0.0607287449392712
28944179,Memo,Gemini 2.5 Flash,Expert,0.712871287128713
28973402,Form,Gemini 2.5 Flash,Expert,0.0
28978398,Image/Map,Gemini 2.5 Flash,Expert,0.6726148388648389
28961780,Memo,Gemini 2.5 Flash,Expert,0.0569259962049335
28944035,Memo,Gemini 2.5 Flash,Expert,0.06212121212121207
28998146,Form,Gemini 2.5 Flash,Expert,0.0444444444444444
28934472,Form,Gemini 2.5 Flash,Expert,0.0161001788908765
28936287,Memo,Gemini 2.5 Flash,Expert,0.0179282868525896
28939248,Article,Gemini 2.5 Flash,Expert,0.00600764609503
28940961,Form,Gemini 2.5 Flash,Expert,0.0674418604651162
28977130,Form,Gemini 2.5 Flash,Expert,0.05647955647955643
28973982,Form,Gemini 2.5 Flash,Expert,0.0625
28932295,Article,Gemini 2.5 Flash,Expert,0.47743604484047136
28997081,Form,Gemini 2.5 Flash,Expert,0.0271816881258941
28984028,Image/Map,Gemini 2.5 Flash,Expert,0.8620689655172414
28984612,Memo,Gemini 2.5 Flash,Expert,0.022915150546986365
28933052,Form,Gemini 2.5 Flash,Expert,0.014982195561120267
28992561,Memo,Gemini 2.5 Flash,Expert,
28997278,Form,Gemini 2.5 Flash,Expert,0.027191748710736
29000562,Memo,Gemini 2.5 Flash,Expert,0.004879879879879867
28992462,Form,Gemini 2.5 Flash,Expert,0.07912568306010923
28987698,Form,Gemini 2.5 Flash,Expert,0.1315217446917873
28969412,Form,Gemini 2.5 Flash,Expert,0.0632780082987551
28941795,Form,Gemini 2.5 Flash,Expert,0.1494505494505494
28960409,Form,Gemini 2.5 Flash,Expert,1.0
28938572,Memo,Gemini 2.5 Flash,Expert,0.018159806295399466
28930793,Memo,Gemini 2.5 Flash,Expert,0.14926084883166424
28997563,Image/Map,Gemini 2.5 Flash,Expert,0.0
28952995,Form,Gemini 2.5 Flash,Expert,0.04419889502762427
28952481,Memo,Gemini 2.5 Flash,Expert,0.25
28955301,Memo,Gemini 2.5 Flash,Expert,0.05639240506329115
28965919,Form,Gemini 2.5 Flash,Expert,0.09785695843015747
28978886,Form,Gemini 2.5 Flash,Expert,0.17677595628415296
28930330,Memo,Gemini 2.5 Flash,Expert,0.0445344129554655
28991349,Form,Gemini 2.5 Flash,Expert,0.12949434178484454
28992015,Summary Table,Gemini 2.5 Flash,All,0.34428794992175266
28973130,Memo,Gemini 2.5 Flash,All,0.04369965040279673
28997059,Image/Map,Gemini 2.5 Flash,All,1.0
28982089,Memo,Gemini 2.5 Flash,All,0.06294597349643215
28974641,Form,Gemini 2.5 Flash,All,0.048412698412698386
28989706,Memo,Gemini 2.5 Flash,All,0.04440814465464382
28993832,Form,Gemini 2.5 Flash,All,0.5546381545098549
29000943,Form,Gemini 2.5 Flash,All,0.29029029029029024
28921378,Summary Table,Gemini 2.5 Flash,All,0.05422747065535203
28992946,Form,Gemini 2.5 Flash,All,0.1966865201615663
28976636,Article,Gemini 2.5 Flash,All,0.4820387590061059
29000999,Image/Map,Gemini 2.5 Flash,All,1.0
28970953,Form,Gemini 2.5 Flash,All,0.07907131442584159
28966961,Form,Gemini 2.5 Flash,All,0.16990355397014134
28988775,Memo,Gemini 2.5 Flash,All,1.0
28945497,Form,Gemini 2.5 Flash,All,0.04794588679996016
28968442,Others,Gemini 2.5 Flash,All,0.007819477715671434
28995196,Image/Map,Gemini 2.5 Flash,All,1.0
28974079,Memo,Gemini 2.5 Flash,All,0.1563830279902447
28991628,Memo,Gemini 2.5 Flash,All,0.03895191971937654
28984715,Form,Gemini 2.5 Flash,All,0.6690630010259202
28974853,Form,Gemini 2.5 Flash,All,0.6363766867642836
28947331,Memo,Gemini 2.5 Flash,All,0.4544832306639288
28980153,Article,Gemini 2.5 Flash,All,0.054956527441217595
28934561,Form,Gemini 2.5 Flash,All,0.0023286416582211557
28977491,Form,Gemini 2.5 Flash,All,0.6385840728496434
28979792,Memo,Gemini 2.5 Flash,All,0.3245157123601717
28984139,Form,Gemini 2.5 Flash,All,0.7105643994211288
28994552,Form,Gemini 2.5 Flash,All,0.6056067588325652
29000491,Form,Gemini 2.5 Flash,All,1.0
28986666,Form,Gemini 2.5 Flash,All,0.14579988971744393
28974530,Form,Gemini 2.5 Flash,All,0.679479110560139
28996954,Article,Gemini 2.5 Flash,All,0.6573637146893021
28974433,Form,Gemini 2.5 Flash,All,0.10275410193933204
28929660,Summary Table,Gemini 2.5 Flash,All,0.08857175218031482
28937364,Memo,Gemini 2.5 Flash,All,0.014532993759463823
28992749,Form,Gemini 2.5 Flash,All,0.002783271075954
28967347,Form,Gemini 2.5 Flash,All,0.013888888888888845
28991590,Form,Gemini 2.5 Flash,All,0.6207811170046119
28944238,Image/Map,Gemini 2.5 Flash,All,0.046089779099487777
28972565,Memo,Gemini 2.5 Flash,All,0.029739158350948734
28977736,Form,Gemini 2.5 Flash,All,0.12201841783744177
28930868,Memo,Gemini 2.5 Flash,All,0.029030484914337098
28976751,Memo,Gemini 2.5 Flash,All,0.10120227242700487
28957510,Form,Gemini 2.5 Flash,All,0.09922910076780388
28932150,Form,Gemini 2.5 Flash,All,0.09766370972969804
28967725,Form,Gemini 2.5 Flash,All,0.08424543946932003
28942941,Form,Gemini 2.5 Flash,All,0.06358635863586354
28937540,Form,Gemini 2.5 Flash,All,0.29968744925311014
28943901,Form,Gemini 2.5 Flash,All,0.013099841344920487
28939621,Memo,Gemini 2.5 Flash,All,0.026920950294935787
28942727,Form,Gemini 2.5 Flash,All,0.08444444444444439
28931705,Memo,Gemini 2.5 Flash,All,0.13348502085703445
28978074,Memo,Gemini 2.5 Flash,All,0.10298255512138436
28951559,Form,Gemini 2.5 Flash,All,0.0054251031298589115
28971645,Form,Gemini 2.5 Flash,All,0.12431878205219633
28981950,Form,Gemini 2.5 Flash,All,0.19386736358267898
28968489,Form,Gemini 2.5 Flash,All,0.7149531665938273
28971456,Memo,Gemini 2.5 Flash,All,
28964100,Article,Gemini 2.5 Flash,All,0.7163587258792804
28937600,Memo,Gemini 2.5 Flash,All,0.07781397032211362
28967827,Form,Gemini 2.5 Flash,All,0.050766283524904185
28992103,Form,Gemini 2.5 Flash,All,0.3686750130412102
28993442,Form,Gemini 2.5 Flash,All,0.13649330700021942
28950512,Memo,Gemini 2.5 Flash,All,0.05782955557391643
28944179,Memo,Gemini 2.5 Flash,All,0.746974697469747
28973402,Form,Gemini 2.5 Flash,All,0.010164738871363444
28978398,Image/Map,Gemini 2.5 Flash,All,0.6456227617523489
28961780,Memo,Gemini 2.5 Flash,All,0.058191018342820935
28944035,Memo,Gemini 2.5 Flash,All,0.058754208754208705
28998146,Form,Gemini 2.5 Flash,All,0.0444444444444444
28934472,Form,Gemini 2.5 Flash,All,0.013516199562711122
28936287,Memo,Gemini 2.5 Flash,All,0.020338790629397543
28939248,Article,Gemini 2.5 Flash,All,0.005764912919473221
28940961,Form,Gemini 2.5 Flash,All,0.058139534883720874
28977130,Form,Gemini 2.5 Flash,All,0.04143244199813984
28973982,Form,Gemini 2.5 Flash,All,0.0681306306306306
28932295,Article,Gemini 2.5 Flash,All,0.4955766344096324
28997081,Form,Gemini 2.5 Flash,All,0.026717113955944668
28984028,Image/Map,Gemini 2.5 Flash,All,0.8735632183908045
28984612,Memo,Gemini 2.5 Flash,All,0.02189939829912623
28933052,Form,Gemini 2.5 Flash,All,0.015575696063610735
28992561,Memo,Gemini 2.5 Flash,All,
28997278,Form,Gemini 2.5 Flash,All,0.027177273524197798
29000562,Memo,Gemini 2.5 Flash,All,0.014976009912442646
28992462,Form,Gemini 2.5 Flash,All,0.10040072859744986
28987698,Form,Gemini 2.5 Flash,All,0.16683725089671075
28969412,Form,Gemini 2.5 Flash,All,0.05506816039991745
28941795,Form,Gemini 2.5 Flash,All,0.1394383394383394
28960409,Form,Gemini 2.5 Flash,All,1.0
28938572,Memo,Gemini 2.5 Flash,All,0.015469464622006943
28930793,Memo,Gemini 2.5 Flash,All,0.10411699252900965
28997563,Image/Map,Gemini 2.5 Flash,All,0.0030234315948601334
28952995,Form,Gemini 2.5 Flash,All,0.0378498928730485
28952481,Memo,Gemini 2.5 Flash,All,0.29739424505434353
28955301,Memo,Gemini 2.5 Flash,All,0.08178270042194087
28965919,Form,Gemini 2.5 Flash,All,0.09794302435665718
28978886,Form,Gemini 2.5 Flash,All,0.1776867030965391
28930330,Memo,Gemini 2.5 Flash,All,0.047908232118758366
28991349,Form,Gemini 2.5 Flash,All,0.11946712505371722
28992015,Summary Table,Gemini Flash-Lite,Expert,0.3286384976525822
28973130,Memo,Gemini Flash-Lite,Expert,0.03670770633834923
28997059,Image/Map,Gemini Flash-Lite,Expert,1.0
28982089,Memo,Gemini Flash-Lite,Expert,0.05885336729332283
28974641,Form,Gemini Flash-Lite,Expert,0.05000000000000001
28989706,Memo,Gemini Flash-Lite,Expert,0.0770478507704785
28993832,Form,Gemini Flash-Lite,Expert,0.5351932279061543
29000943,Form,Gemini Flash-Lite,Expert,0.143018018018018
28921378,Summary Table,Gemini Flash-Lite,Expert,0.05932299691438686
28992946,Form,Gemini Flash-Lite,Expert,0.3501745738344629
28976636,Article,Gemini Flash-Lite,Expert,0.6657798630902744
29000999,Image/Map,Gemini Flash-Lite,Expert,1.0
28970953,Form,Gemini Flash-Lite,Expert,0.07702314467505762
28966961,Form,Gemini Flash-Lite,Expert,0.13951644867221558
28988775,Memo,Gemini Flash-Lite,Expert,1.0
28945497,Form,Gemini Flash-Lite,Expert,0.05058191584601607
28968442,Others,Gemini Flash-Lite,Expert,0.017094017094017
28995196,Image/Map,Gemini Flash-Lite,Expert,1.0
28974079,Memo,Gemini Flash-Lite,Expert,0.16343834305515584
28991628,Memo,Gemini Flash-Lite,Expert,0.0184873949579831
28984715,Form,Gemini Flash-Lite,Expert,0.3105605086737162
28974853,Form,Gemini Flash-Lite,Expert,0.4425839836414472
28947331,Memo,Gemini Flash-Lite,Expert,0.460643394934976
28980153,Article,Gemini Flash-Lite,Expert,0.0545246931201827
28934561,Form,Gemini Flash-Lite,Expert,0.005236699704742766
28977491,Form,Gemini Flash-Lite,Expert,0.36941251596424
28979792,Memo,Gemini Flash-Lite,Expert,0.34190236342664254
28984139,Form,Gemini Flash-Lite,Expert,0.15837230926263832
28994552,Form,Gemini Flash-Lite,Expert,0.40630336292562985
29000491,Form,Gemini Flash-Lite,Expert,1.0
28986666,Form,Gemini Flash-Lite,Expert,0.21216317077767796
28974530,Form,Gemini Flash-Lite,Expert,0.10590277777777773
28996954,Article,Gemini Flash-Lite,Expert,0.6105195092198458
28974433,Form,Gemini Flash-Lite,Expert,0.1072289156626506
28929660,Summary Table,Gemini Flash-Lite,Expert,0.1029561671763506
28937364,Memo,Gemini Flash-Lite,Expert,0.001933596476164967
28992749,Form,Gemini Flash-Lite,Expert,0.003955174686882
28967347,Form,Gemini Flash-Lite,Expert,0.014705882352941133
28991590,Form,Gemini Flash-Lite,Expert,0.11099176512710344
28944238,Image/Map,Gemini Flash-Lite,Expert,0.09086870994352435
28972565,Memo,Gemini Flash-Lite,Expert,0.0317073170731707
28977736,Form,Gemini Flash-Lite,Expert,0.13025767587506298
28930868,Memo,Gemini Flash-Lite,Expert,0.02090768218737693
28976751,Memo,Gemini Flash-Lite,Expert,0.08640507332540621
28957510,Form,Gemini Flash-Lite,Expert,0.21980300673924313
28932150,Form,Gemini Flash-Lite,Expert,0.12051685295843957
28967725,Form,Gemini Flash-Lite,Expert,0.11542288557213924
28942941,Form,Gemini Flash-Lite,Expert,0.058745874587458724
28937540,Form,Gemini Flash-Lite,Expert,0.2656340075694914
28943901,Form,Gemini Flash-Lite,Expert,0.0183767228177641
28939621,Memo,Gemini Flash-Lite,Expert,0.021027610166392364
28942727,Form,Gemini Flash-Lite,Expert,0.09754385964912277
28931705,Memo,Gemini Flash-Lite,Expert,0.11262798634812284
28978074,Memo,Gemini Flash-Lite,Expert,0.10472144310619806
28951559,Form,Gemini Flash-Lite,Expert,0.00563468903422
28971645,Form,Gemini Flash-Lite,Expert,0.1359867330016583
28981950,Form,Gemini Flash-Lite,Expert,0.199648513824759
28968489,Form,Gemini Flash-Lite,Expert,0.24608724608724605
28971456,Memo,Gemini Flash-Lite,Expert,
28964100,Article,Gemini Flash-Lite,Expert,0.6845084771881913
28937600,Memo,Gemini Flash-Lite,Expert,0.060803474484256236
28967827,Form,Gemini Flash-Lite,Expert,0.0525451559934318
28992103,Form,Gemini Flash-Lite,Expert,0.37245696400625977
28993442,Form,Gemini Flash-Lite,Expert,0.16238753565942501
28950512,Memo,Gemini Flash-Lite,Expert,0.05261184648810333
28944179,Memo,Gemini Flash-Lite,Expert,0.712871287128713
28973402,Form,Gemini Flash-Lite,Expert,0.0
28978398,Image/Map,Gemini Flash-Lite,Expert,0.6750511573520424
28961780,Memo,Gemini Flash-Lite,Expert,0.0512333965844402
28944035,Memo,Gemini Flash-Lite,Expert,0.0727272727272727
28998146,Form,Gemini Flash-Lite,Expert,0.0444444444444444
28934472,Form,Gemini Flash-Lite,Expert,0.01729278473464513
28936287,Memo,Gemini Flash-Lite,Expert,0.021219297759261135
28939248,Article,Gemini Flash-Lite,Expert,0.004733296923356933
28940961,Form,Gemini Flash-Lite,Expert,0.06511627906976743
28977130,Form,Gemini Flash-Lite,Expert,0.0051975051975051
28973982,Form,Gemini Flash-Lite,Expert,0.0625
28932295,Article,Gemini Flash-Lite,Expert,0.48843448538678746
28997081,Form,Gemini Flash-Lite,Expert,0.030042918454935563
28984028,Image/Map,Gemini Flash-Lite,Expert,0.8620689655172414
28984612,Memo,Gemini Flash-Lite,Expert,0.030110653993474203
28933052,Form,Gemini Flash-Lite,Expert,0.0175001522392924
28992561,Memo,Gemini Flash-Lite,Expert,
28997278,Form,Gemini Flash-Lite,Expert,0.029828542777297767
29000562,Memo,Gemini Flash-Lite,Expert,0.005255255255255234
28992462,Form,Gemini Flash-Lite,Expert,0.0931147540983606
28987698,Form,Gemini Flash-Lite,Expert,0.1878522229179711
28969412,Form,Gemini Flash-Lite,Expert,0.0778008298755186
